What is your age?,What is your gender?,Where are you from?,What do you do currently?,What is your approximate monthly travel or personal spending budget?,Which place did you visit recently?,What type of trip was it?,How many days did the trip last?,Which month did you travel?,In Which season do you visited?,What was your approximate total trip budget (in rupees)?,What was your primary mode of travel?,How would you describe your stay/hotel experience?,Rate the local transportation experience.,How good were the sightseeing places?,"Overall, how satisfied were you with the trip?",Would you like to revisit the same destination?,"If you travel again, what kind of experience would you prefer?"
19,Female,Andhra Pradesh,Student,"â‚¹7,000 â€“ â‚¹15,000",Himachal pradesh ,Friends trip,7,October,autumn,15000,Car,Excellent,5,5,5,Yes,Adventure trip
28,Male,haryana,Working Professional,"Less than â‚¹1,000",manali,Friends trip,1,November,summer,8000,Car,Good,5,5,3,Yes,Adventure trip
21,Male,Uttar Pradesh ,Student,"â‚¹3,000 â€“ â‚¹7,000",Delhi,Friends trip,5,May,Winter,8000,Train,Average,3,3,4,No,Food-focused trip
20,Male,uttar pradesh,Student,"â‚¹7,000 â€“ â‚¹15,000",Kukunate,Friends trip,4,October,Summer,1500,Bike,Average,5,5,5,Maybe,Food-focused trip
33,Male,Andhra Pradesh,Working Professional,"â‚¹3,000 â€“ â‚¹7,000",Indian subcontinent ,Family trip,3,April,Spring,20k,Car,Good,5,5,4,Yes,Adventure trip
20,Male,Delhi,Student,"â‚¹7,000 â€“ â‚¹15,000",Manali,Friends trip,1,October,Winter,10000,Bike,Good,4,4,5,Yes,Adventure trip
19,Female,telangana,Student,"Less than â‚¹1,000",Ayodhya ,Friends trip,5,October,autumn,10000,Train,Average,3,3,3,No,Cultural exploration
20,Female,Bihar ,Student,"â‚¹7,000 â€“ â‚¹15,000",Amritsar ,Friends trip,1,November,Spring,2000,Train,Average,4,4,4,Maybe,Relaxing holiday
19,Male,Uttar pradesh ,Student,"â‚¹3,000 â€“ â‚¹7,000",vijayawada,Friends trip,4,November,rainy,10000,Bike,Good,5,5,5,Yes,Nature & sightseeing
19,Female,chandigarh,Student,"â‚¹3,000 â€“ â‚¹7,000",Amritsar ,Friends trip,3,October,summer,600,Bus,Good,4,4,5,Yes,Relaxing holiday
20,Female,uttar pradesh,Student,"â‚¹7,000 â€“ â‚¹15,000",Vrindavan ,Friends trip,2,October,summer,20k,Train,Good,4,4,5,Yes,Adventure trip
18,Female,Andhra pradesh,Student,"Less than â‚¹1,000",Tirupati ,Family trip,5,May,autumn,7000,Train,Excellent,4,4,4,Yes,Cultural exploration
19,Female,Maharashtra ,Student,"Less than â‚¹1,000",mini switzerland,Friends trip,3,June,Winter,2500,Train,Good,4,4,4,Yes,Nature & sightseeing
18,Female,Punjab,Student,"â‚¹3,000 â€“ â‚¹7,000",Kedarnath ,Friends trip,4,October,Winter,8000,Car,Average,4,4,5,Yes,Budget travel
17,Female,Maharashtra ,Student,"â‚¹7,000 â€“ â‚¹15,000",Ram mandir ,Friends trip,7,October,Winter,6000,Train,Good,4,4,4,Yes,Cultural exploration
19,Female,gujarat,Student,"â‚¹1,000 â€“ â‚¹3,000",Bali,Family trip,8,April,rainy,10000,Car,Excellent,4,4,5,Yes,Nature & sightseeing
20,Female,telangana,Student,"â‚¹1,000 â€“ â‚¹3,000",Kurukshetra,Friends trip,7,January,autumn,10000,Bus,Average,3,3,5,Yes,Relaxing holiday
20,Female,madhya pradesh,Student,"â‚¹7,000 â€“ â‚¹15,000",Mussoorie ,Family trip,3,September,winter,6000,Train,Good,3,3,4,Yes,Adventure trip
19,Female,odisha,Student,"â‚¹7,000 â€“ â‚¹15,000",Chennai,Family trip,4,January,rainy,9000,Car,Good,4,4,4,Yes,Nature & sightseeing
20,Female,Rajasthan ,Student,"Less than â‚¹1,000",Amritsar ,Friends trip,2,November,Spring,2250,Train,Average,5,5,1,Yes,Cultural exploration
20,Female,madhya pradesh,Student,"â‚¹7,000 â€“ â‚¹15,000",amritsar,Friends trip,7,March,autumn,2900,Bus,Good,3,3,3,Yes,Relaxing holiday
21,Female,Andhra Pradesh,Student,"Less than â‚¹1,000",Himachal ,Friends trip,5,February,Spring,10000,Bus,Average,2,2,3,Maybe,Food-focused trip
21,Female,Andhra Pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Jammu and Kashmir ,Family trip,7,August,autumn,10000,Car,Good,4,4,5,Yes,Cultural exploration
20,Female,uttar pradesh,Student,"Above â‚¹15,000",Dharamshala ,Friends trip,5,October,summer,1000,Bus,Good,4,4,5,Maybe,Adventure trip
20,Female,Andhra Pradesh,Student,"Above â‚¹15,000",Tirupati,Friends trip,8,June,Spring,5k,Bus,Good,4,4,4,Yes,Relaxing holiday
21,Female,Andhra Pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Sikkim ,Friends trip,3,June,autumn,10000,Train,Good,3,3,4,Yes,Cultural exploration
21,Male,Hyderabad,Student,"â‚¹3,000 â€“ â‚¹7,000",khammam,Friends trip,3,January,Winter,900,Flight,Good,4,4,4,No,Food-focused trip
22,Male,Haryana ,Student,"â‚¹1,000 â€“ â‚¹3,000",Golden temple ,Friends trip,3,August,Winter,10000,Train,Average,3,3,4,Yes,Cultural exploration
21,Female,Amritsar ,Student,"â‚¹1,000 â€“ â‚¹3,000",Dharmashala ,Friends trip,5,January,Summer,7000,Bus,Very poor,3,3,3,Yes,Nature & sightseeing
21,Male,chandigarh,Student,"â‚¹7,000 â€“ â‚¹15,000",Dharmasthala,Friends trip,5,January,winter,8000,Bus,Good,4,4,4,Yes,Nature & sightseeing
20,Female,madhya pradesh,Student,"Less than â‚¹1,000",Delhi,Family trip,7,September,summer,5000,Train,Good,3,3,4,Yes,Cultural exploration
21,Male,Khammam,Student,"Less than â‚¹1,000",Kedarnath ,Friends trip,3,October,Autumn,10k,Car,Excellent,4,4,4,Maybe,Food-focused trip
21,Male,telangana,Student,"â‚¹3,000 â€“ â‚¹7,000",Kashmir ,Friends trip,5,August,Winter,15000,Car,Average,4,4,3,Yes,Relaxing holiday
20,Male,Jharkhand ,Student,"â‚¹1,000 â€“ â‚¹3,000",Varansi,Friends trip,5,September,Winter,"10,000",Train,Good,4,4,5,Yes,Cultural exploration
20,Male,Hyderabad,Student,"â‚¹3,000 â€“ â‚¹7,000",Kedarnath,Friends trip,0,September,Winter,10000,Train,Average,3,3,1,Yes,Adventure trip
19,Male,tamil nadu,Student,"â‚¹7,000 â€“ â‚¹15,000",Manali ,Friends trip,10,October,Autumn,10000,Bus,Good,3,3,4,Yes,Nature & sightseeing
20,Female,Andhra pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",tirupati,Solo,3,July,summer,3500,Train,Average,3,3,3,Maybe,Nature & sightseeing
20,Female,andhra pradesh,Student,"â‚¹3,000 â€“ â‚¹7,000",Tirupati,Friends trip,2,June,rainy,3500,Bus,Good,3,3,3,Yes,Relaxing holiday
18,Male,Andhra pradesh,Student,"Above â‚¹15,000",Punjab,Friends trip,2,November,Winter,7k,Train,Average,3,3,4,Yes,Cultural exploration
20,Female,odisha,Student,"â‚¹3,000 â€“ â‚¹7,000",Pakistan ,Business trip,2,July,rainy,10000,Bike,Very poor,1,1,1,No,Relaxing holiday
25,Male,Andhra Pradesh,Student,"â‚¹7,000 â€“ â‚¹15,000",Amritsar,Solo,2,August,Summer,5500,Train,Good,5,5,5,Yes,Relaxing holiday
17,Male,Haryana ,Student,"â‚¹3,000 â€“ â‚¹7,000",Amritsar ,Friends trip,4,November,Winter,10000,Train,Average,5,5,3,No,Adventure trip
18,Female,telangana,Student,"Above â‚¹15,000",Amritsar ,Family trip,4,August,autumn,9000,Train,Good,3,3,5,Maybe,Nature & sightseeing
20,Female,delhi,Student,"â‚¹3,000 â€“ â‚¹7,000",golden temple,Solo,5,May,rainy,63200,Flight,Average,4,4,5,Yes,Nature & sightseeing
20,Male,Tamil Nadu,Student,"â‚¹3,000 â€“ â‚¹7,000",Delhi,Family trip,2,March,winter,5000,Train,Average,4,4,3,Yes,Relaxing holiday
19,Male,Andhra Pradesh ,Student,"â‚¹3,000 â€“ â‚¹7,000",Dehli,Solo,4,September,autumn,10000,Flight,Excellent,5,5,5,Maybe,Luxury travel
19,Male,Kerala,Student,"â‚¹3,000 â€“ â‚¹7,000",Una,Friends trip,3,September,Summer,2000,Bike,Average,5,5,2,No,Cultural exploration
21,Female,Andhra Pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Shimla,Friends trip,1,November,autumn,10000,Bus,Good,4,4,5,Yes,Adventure trip
21,Male,kerela,Student,"â‚¹3,000 â€“ â‚¹7,000",Rajasthan,Family trip,3,October,Spring,6000,Car,Good,4,4,5,No,Nature & sightseeing
23,Male,delhi,Student,"Less than â‚¹1,000",Jalandhar ,Friends trip,1,November,summer,1000,Bike,Average,2,2,2,Yes,Budget travel
20,Male,Maharashtra ,Student,"â‚¹1,000 â€“ â‚¹3,000",Agra,Friends trip,5,November,rainy,25000,Train,Average,4,4,5,Maybe,Adventure trip
20,Female,delhi,Student,"Less than â‚¹1,000",Jalandhar ,Friends trip,4,November,summer,1000,Bus,Excellent,5,5,5,Yes,Relaxing holiday
19,Male,madhya pradesh,Student,"Less than â‚¹1,000",Badrinath ,Friends trip,5,October,rainy,8000,Train,Good,2,2,5,Yes,Adventure trip
21,Male,punjab,Student,"Less than â‚¹1,000",Triund,Friends trip,7,October,summer,8000,Bike,Excellent,4,4,5,Maybe,Adventure trip
20,Male,ladakh,Student,"â‚¹7,000 â€“ â‚¹15,000",Murdeshwar,Family trip,2,October,Spring,10000,Car,Good,5,5,5,Yes,Nature & sightseeing
20,Male,uttarakhand,Student,"â‚¹3,000 â€“ â‚¹7,000",kedarnath ,Friends trip,6,October,rainy,10000,Train,Average,3,3,5,Maybe,Adventure trip
21,Male,uttarakhand,Student,"Above â‚¹15,000",tirupati,Solo,6,December,rainy,13500,Bike,Excellent,5,5,4,Yes,Relaxing holiday
21,Female,Karnataka,Student,"Less than â‚¹1,000",Jhalandar ,Friends trip,4,December,summer,11000,Bus,Average,1,1,4,Yes,Adventure trip
19,Male,punjab,Student,"â‚¹1,000 â€“ â‚¹3,000",Punjab ,Business trip,1,October,summer,10k,Train,Average,3,3,3,Yes,Relaxing holiday
19,Male,andhra pradesh,Student,"Less than â‚¹1,000",Varanasi ,Friends trip,5,November,rainy,5000,Train,Good,5,5,5,Yes,Cultural exploration
27,male,jammu,Business,"Less than â‚¹1,000",Una,Business trip,4,January,summer,10000,Bike,Very poor,2,2,2,No,Cultural exploration
20,Male,Andhra Pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",tirupati,Friends trip,3,July,rainy,3500,Train,Excellent,4,4,4,Yes,Cultural exploration
19,Female,gujarat,Student,"Less than â‚¹1,000",tirupati,Family trip,2,January,winter,10k,Train,Average,4,4,2,Yes,Relaxing holiday
22,Female,andhra pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Palampur ,Family trip,3,August,Spring,20000,Car,Good,2,2,4,Yes,Adventure trip
22,Female,gujarat,Student,"â‚¹1,000 â€“ â‚¹3,000",Amritsar ,Friends trip,4,October,autumn,2000,Bus,Average,4,4,5,Yes,Relaxing holiday
19,Male,Andhra Pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Dharmashala,Friends trip,5,November,autumn,3000,Train,Poor,2,2,4,Yes,Budget travel
20,Female,Nagpur ,Student,"â‚¹1,000 â€“ â‚¹3,000",Ranchi ,Solo,7,July,Winter,"10,000",Car,Average,5,5,5,Yes,Relaxing holiday
21,Male,Kanpur,Homemaker,"â‚¹1,000 â€“ â‚¹3,000",Hyderabad ,Family trip,9,April,Winter,7000,Flight,Good,5,5,4,Yes,Luxury travel
26,Male,Uttar Pradesh ,Working Professional,"â‚¹1,000 â€“ â‚¹3,000",Hyderabad ,Friends trip,4,May,Summer,18000,Flight,Excellent,4,4,4,Yes,Budget travel
27,Male,Visakhapatnam ,Student,"â‚¹3,000 â€“ â‚¹7,000",Agra,Solo,5,June,Summer,5000,Train,Good,5,5,5,Yes,Adventure trip
20,Female,Uttar pradesh ,Working Professional,"â‚¹7,000 â€“ â‚¹15,000",Triund,Friends trip,9,October,Spring,3000,Bus,Good,4,4,5,Yes,Adventure trip
20,Male,Hyderabad ,Working Professional,"Less than â‚¹1,000",Kashmir ,Solo,8,May,Summer,16000,Flight,Excellent,5,5,4,Yes,Luxury travel
27,Male,Bangalore ,Working Professional,"â‚¹3,000 â€“ â‚¹7,000",Kerala ,Friends trip,5,October,Winter,10000,Train,Good,4,4,5,Maybe,Relaxing holiday
18,Female,Andhra pradesh,Student,"Less than â‚¹1,000",Amritsar,Friends trip,5,December,Winter,7000,Car,Average,3,3,3,Yes,Relaxing holiday
19,Female,Andhra Pradesh ,Student,"Less than â‚¹1,000",Vizag,Solo,5,May,Summer,3k,Train,Excellent,5,5,5,Yes,Food-focused trip
19,Female,Haryana ,Student,"Less than â‚¹1,000",Manali,Family trip,5,May,Winter,6k,Car,Good,4,4,4,Maybe,Relaxing holiday
22,Female,Chennai,Student,"â‚¹7,000 â€“ â‚¹15,000",Chennai,Solo,3,August,Summer,1k,Flight,Average,2,2,3,No,Cultural exploration
20,Female,Chennai,Student,"â‚¹1,000 â€“ â‚¹3,000",Dubai,Business trip,2,September,Autumn,20k,Flight,Good,5,5,5,Yes,Adventure trip
19,Female,Maharashtra ,Student,"Less than â‚¹1,000",Triund,Family trip,6,October,Winter,3500,Bus,Average,2,2,5,Maybe,Nature & sightseeing
19,Female,Haryana,Student,"â‚¹3,000 â€“ â‚¹7,000",Ambala,Solo,3,August,Summer,1500,Bus,Good,4,4,5,Yes,Budget travel
20,Female,Maharashtra ,Student,"Less than â‚¹1,000",Sun Temple,Friends trip,4,December,Winter,1000,Train,Average,4,4,5,Maybe,Luxury travel
20,Female,Punjab ,Student,"Less than â‚¹1,000",Amritsar ,Friends trip,3,November,Winter,3k,Bus,Average,3,3,4,Maybe,Nature & sightseeing
19,Female,hyderabad,Student,"â‚¹3,000 â€“ â‚¹7,000",warangal,Solo,3,June,Summer,10k,Flight,Excellent,5,5,5,Yes,Relaxing holiday
19,Female,Haryana ,Student,"â‚¹3,000 â€“ â‚¹7,000",Amritsar ,Friends trip,3,November,Winter,4000,Bus,Average,3,3,5,Yes,Adventure trip
21,Female,Kerala,Student,"â‚¹3,000 â€“ â‚¹7,000",Triund ,Friends trip,4,October,Autumn,7000,Bus,Good,3,3,5,Yes,Cultural exploration
21,Female,Kerala ,Student,"Less than â‚¹1,000",Triund,Friends trip,8,October,Autumn,6000,Car,Good,3,3,5,Yes,Cultural exploration
20,Female,Khammam,Student,"â‚¹1,000 â€“ â‚¹3,000",Dharmashala,Friends trip,5,October,Winter,5k,Train,Good,4,4,3,Yes,Relaxing holiday
18,Female,Punjab,Student,"Less than â‚¹1,000",Shimal ,Friends trip,4,June,Spring,1k,Flight,Good,3,3,4,Maybe,Nature & sightseeing
19,Female,Andhra Pradesh ,Student,"Above â‚¹15,000",Dharmashala ,Business trip,3,October,Winter,7500,Train,Good,4,4,4,Yes,Nature & sightseeing
26,Male,manipur,Business,"Less than â‚¹1,000",kashmir,Friends trip,3,April,Summer,9000,Flight,Excellent,5,5,4,Yes,Food-focused trip
21,Female,Kerala,Student,"Less than â‚¹1,000",Himachal ,Friends trip,3,October,Summer,5k,Bus,Good,3,3,5,Yes,Adventure trip
20,Female,Kerala,Student,"â‚¹1,000 â€“ â‚¹3,000",Punjab,Family trip,1,August,Summer,5k,Flight,Good,3,3,5,Maybe,Nature & sightseeing
21,Female,Kerala,Student,"â‚¹7,000 â€“ â‚¹15,000",Triund ,Friends trip,1,October,Summer,5k,Bus,Good,5,5,5,Yes,Nature & sightseeing
20,Female,Agra,Student,"Less than â‚¹1,000",Amritsar ,Friends trip,1,September,Spring,700,Flight,Very poor,1,1,1,No,Luxury travel
20,Female,New Delhi,Student,"Less than â‚¹1,000",Amritsar,Friends trip,4,November,Autumn,780,Car,Excellent,1,1,5,No,Luxury travel
21,Female,Bihar ,Student,"Less than â‚¹1,000",Amritsar ,Friends trip,4,September,Autumn,1300,Car,Average,1,1,5,No,Luxury travel
21,Female,Kanpur,Student,"â‚¹1,000 â€“ â‚¹3,000",Manali,Friends trip,2,November,Winter,10000,Bus,Excellent,4,4,4,Yes,Relaxing holiday
20,Female,Delhi,Student,"Less than â‚¹1,000",kashmir,Solo,4,June,Winter,11000,Flight,Excellent,4,4,4,No,Relaxing holiday
20,Female,Uttar Pradesh ,Student,"â‚¹3,000 â€“ â‚¹7,000",Ujjain ,Family trip,1,January,Winter,7k,Train,Good,3,3,4,Yes,Cultural exploration
18,Female,Andhra Pradesh ,Student,"â‚¹1,000 â€“ â‚¹3,000",Tirupati ,Family trip,4,July,Summer,10000,Train,Good,5,5,5,Yes,Adventure trip
22,Female,Rajasthan ,Student,"Less than â‚¹1,000",Golden temple ,Family trip,6,November,Winter,1000,Bus,Good,3,3,4,Maybe,Relaxing holiday
19,Female,Hyderabad,Student,"â‚¹1,000 â€“ â‚¹3,000",Himachal,Friends trip,3,November,Winter,4k,Car,Good,5,5,5,No,Relaxing holiday
19,Female,Jharkhand,Student,"Less than â‚¹1,000",Uttarakhand,Family trip,6,May,Summer,"30,000",Train,Good,5,5,5,Yes,Nature & sightseeing
21,Female,Andhra Pradesh,Student,"Above â‚¹15,000",Himachal Pradesh,Friends trip,4,October,Spring,4000,Train,Average,5,5,5,Yes,Relaxing holiday
20,Female,Hyderabad ,Student,"â‚¹3,000 â€“ â‚¹7,000",Manali,Friends trip,3,October,Winter,"20,000",Car,Average,4,4,4,Yes,Nature & sightseeing
21,Female,Haryana ,Student,"â‚¹1,000 â€“ â‚¹3,000",Loktak Lake,Friends trip,4,July,Summer,7k,Car,Good,5,5,5,Yes,Relaxing holiday
19,Female,Hyderabad ,Student,"Less than â‚¹1,000",Tirupati,Family trip,5,June,Spring,10000,Train,Good,5,5,5,Yes,Cultural exploration
18,Female,Andhra pradesh ,Student,"Less than â‚¹1,000",Manali ,Friends trip,1,October,Winter,5000,Bus,Excellent,4,4,5,Yes,Adventure trip
21,Female,Uttar pradesh,Student,"Less than â‚¹1,000",Kashmir,Family trip,7,June,Summer,8k,Flight,Good,3,3,5,Yes,Cultural exploration
20,Female,Andhra pradesh ,Student,"Less than â‚¹1,000",Karnataka ,Family trip,1,July,Rainy,35000,Car,Good,5,5,5,Maybe,Relaxing holiday
20,Male,Rajasthan ,Student,"â‚¹1,000 â€“ â‚¹3,000",Loktak Lake,Solo,5,June,Spring,6500,Bus,Excellent,3,3,5,Yes,Nature & sightseeing
17,Female,Jammu,Student,"â‚¹1,000 â€“ â‚¹3,000",Sun Temple,Family trip,2,October,Autumn,1k,Bus,Excellent,4,4,4,No,Relaxing holiday
17,Male,Rajasthan ,Student,"â‚¹1,000 â€“ â‚¹3,000",Ridhi Sidhi,Friends trip,6,October,Autumn,700,Bike,Good,5,5,5,Yes,Food-focused trip
20,Female,Telengana ,Student,"â‚¹1,000 â€“ â‚¹3,000",Goa,Solo,3,October,Winter,2000,Flight,Excellent,5,5,5,Yes,Adventure trip
20,Female,Bihar ,Student,"â‚¹3,000 â€“ â‚¹7,000",Vaishno Devi,Friends trip,5,November,Winter,2000,Train,Good,3,3,4,Yes,Nature & sightseeing
28,Female,Tamil Nadu,Working Professional,"â‚¹1,000 â€“ â‚¹3,000",Kerala,Family trip,7,June,Summer,17000,Flight,Excellent,5,5,5,Yes,Relaxing holiday
22,Male,Jammu and Kashmir,Student,"â‚¹3,000 â€“ â‚¹7,000",Kashmir,Solo,6,December,Winter,12000,Bus,Poor,4,4,4,No,Adventure trip
26,Female,Karnataka,Working Professional,"Less than â‚¹1,000",Coorg,Friends trip,8,October,Autumn,25000,Car,Good,4,4,4,Yes,Relaxing holiday
25,Male,Andhra Pradesh,Working Professional,"â‚¹7,000 â€“ â‚¹15,000",kashmir,Family trip,2,February,Summer,5000,Flight,Good,4,4,4,Yes,Nature & sightseeing
19,Male,Hyderabad,Homemaker,"Less than â‚¹1,000",kedarnath,Solo,5,February,Summer,4000,Train,Good,4,4,5,Yes,Cultural exploration
22,Male,Uttar Pradesh,Business,"â‚¹7,000 â€“ â‚¹15,000",kashmir,Friends trip,6,May,Autumn,6000,Bike,Average,4,4,4,Yes,Budget travel
24,Male,Haryana ,Student,"â‚¹1,000 â€“ â‚¹3,000",Panipat,Family trip,8,February,Autumn,1000,Bike,Excellent,4,4,4,Yes,Luxury travel
24,Male,Gujarat,Student,"â‚¹1,000 â€“ â‚¹3,000",manali,Friends trip,3,May,Summer,2000,Car,Average,4,4,4,Yes,Food-focused trip
27,Male,kerala,Business,"Less than â‚¹1,000",manali,Solo,4,May,Summer,2000,Bus,Good,4,4,5,Yes,Adventure trip
27,Male,Andhra Pradesh,Business,"â‚¹3,000 â€“ â‚¹7,000",kashmir,Business trip,6,March,Rainy,2000,Train,Excellent,5,5,5,Yes,Nature & sightseeing
21,Male,Nagpur ,Student,"â‚¹1,000 â€“ â‚¹3,000",Manali,Friends trip,5,November,Winter,5000,Bus,Good,3,3,5,Maybe,Nature & sightseeing
26,Male,karnataka,Student,"â‚¹7,000 â€“ â‚¹15,000",manali,Friends trip,5,March,Spring,2000,Train,Good,5,5,4,Yes,Luxury travel
27,Male,andhra Pradesh,Student,"â‚¹3,000 â€“ â‚¹7,000",Vijayawada,Solo,4,April,Rainy,2000,Bus,Poor,5,5,5,Yes,Luxury travel
29,Female,Jharkhand ,Working Professional,"â‚¹1,000 â€“ â‚¹3,000",Shimla,Family trip,7,January,Winter,10000,Train,Good,3,3,4,Yes,Relaxing holiday
22,Male,west bengal,Student,"Above â‚¹15,000",kashmir,Friends trip,8,February,Rainy,2000,Train,Good,5,5,5,Yes,Cultural exploration
22,Male,punjab,Student,"Less than â‚¹1,000",manali,Business trip,1,July,Rainy,2000,Car,Average,4,4,4,Yes,Luxury travel
21,Male,jammu,Student,"â‚¹1,000 â€“ â‚¹3,000",hyderabad,Family trip,5,February,Spring,6000,Train,Excellent,5,5,5,Yes,Budget travel
23,Male,assam,Student,"â‚¹1,000 â€“ â‚¹3,000",tirupati,Family trip,7,April,Rainy,8000,Flight,Good,4,4,4,Yes,Nature & sightseeing
24,Male,andhra pradesh,Student,"â‚¹7,000 â€“ â‚¹15,000",tirupati,Solo,6,February,Summer,500,Bus,Good,4,4,5,Yes,Luxury travel
19,Female,patna bihar,Student,"â‚¹1,000 â€“ â‚¹3,000",manali,Friends trip,7,October,Winter,6000,Bus,Good,4,4,5,Yes,Budget travel
23,Male,odisha,Student,"â‚¹1,000 â€“ â‚¹3,000",tirupati,Solo,9,April,Rainy,9000,Train,Good,4,4,5,Yes,Nature & sightseeing
22,Male,punjab,Student,"â‚¹7,000 â€“ â‚¹15,000",manali,Solo,8,March,Winter,3000,Bus,Average,4,4,4,Yes,Budget travel
25,Male,tamil nadu,Student,"â‚¹1,000 â€“ â‚¹3,000",kashmir,Friends trip,3,November,Winter,20000,Flight,Good,4,4,4,Yes,Budget travel
25,Male,andhra pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",manali,Solo,5,November,Winter,30000,Train,Good,4,4,4,Yes,Budget travel
22,Male,kerela,Student,"Less than â‚¹1,000",manali,Solo,3,November,Winter,15000,Train,Average,4,4,4,Yes,Budget travel
20,Male,Kanpur,Student,"Less than â‚¹1,000",Manali,Friends trip,4,November,Winter,5000,Bus,Good,3,3,5,Maybe,Nature & sightseeing
18,Female,Andhra Pradesh ,Student,"â‚¹3,000 â€“ â‚¹7,000",Shri Govindajee Temple,Friends trip,3,November,Winter,7000,Car,Good,4,4,4,Yes,Adventure trip
18,Female,Telangana ,Student,"â‚¹1,000 â€“ â‚¹3,000",Manali,Friends trip,2,October,Autumn,2k,Train,Good,4,4,5,Maybe,Budget travel
20,Female,Haryana ,Student,"Less than â‚¹1,000",Shilma,Friends trip,4,January,Winter,10000,Bus,Good,4,4,5,Maybe,Adventure trip
20,Female,Uttar Pradesh ,Student,"â‚¹3,000 â€“ â‚¹7,000",Dehradun ,Family trip,3,April,Summer,5000,Train,Average,3,3,4,Yes,Adventure trip
24,Female,Bihar,Student,"â‚¹3,000 â€“ â‚¹7,000",Amritsar ,Friends trip,6,November,Winter,2000,Car,Good,3,3,4,Yes,Nature & sightseeing
20,Female,Amritsar ,Student,"â‚¹3,000 â€“ â‚¹7,000",Bir biling ,Family trip,3,July,Summer,8000,Car,Average,5,5,5,Yes,Nature & sightseeing
20,Male,Himachal Pradesh ,Student,"Above â‚¹15,000",Triund,Solo,7,January,Summer,500,Bike,Average,3,3,4,Yes,Luxury travel
26,Male,Karnataka,Student,"Less than â‚¹1,000",Triund,Family trip,4,May,Summer,7000,Train,Good,4,4,4,Yes,Budget travel
25,Female,Punjab,Student,"Less than â‚¹1,000",Triund,Friends trip,5,June,Rainy,2000,Bus,Average,4,4,5,Yes,Luxury travel
24,Male,Andhra Pradesh ,Student,"â‚¹1,000 â€“ â‚¹3,000",Manali,Family trip,8,November,Rainy,25000,Train,Average,4,4,5,Yes,Food-focused trip
19,Male,Punjab,Student,"Less than â‚¹1,000",Manali,Solo,5,November,Winter,3500,Bus,Very poor,4,4,4,Yes,Luxury travel
19,Female,Andhra pradesh,Student,"â‚¹3,000 â€“ â‚¹7,000",Kashmir,Friends trip,2,October,Winter,7000,Bus,Good,4,4,4,Maybe,Nature & sightseeing
28,Male,Chittoor,Homemaker,"Less than â‚¹1,000",Assam,Friends trip,11,May,Autumn,18540,Train,Average,4,4,5,Yes,Food-focused trip
28,Male,Punjab,Working Professional,"â‚¹3,000 â€“ â‚¹7,000",Visakhapatnam ,Solo,5,May,Summer,15000,Train,Excellent,5,5,5,Yes,Nature & sightseeing
18,Female,Kerala ,Student,"â‚¹1,000 â€“ â‚¹3,000",Amritsar ,Friends trip,7,May,Summer,2000,Car,Excellent,5,5,5,Yes,Nature & sightseeing
24,Male,Tamilnadu,Working Professional,"â‚¹3,000 â€“ â‚¹7,000",Rajasthan,Family trip,6,March,Summer,25000,Train,Excellent,5,5,4,Yes,Adventure trip
21,Female,Jharkhand,Student,"â‚¹3,000 â€“ â‚¹7,000",Punjab,Solo,2,August,Summer,5000,Train,Average,4,4,4,No,Food-focused trip
20,Male,Telangana ,Student,"â‚¹7,000 â€“ â‚¹15,000",Kashmir,Friends trip,9,November,Winter,10000,Car,Average,2,2,3,No,Relaxing holiday
20,Male,Telangana ,Student,"â‚¹1,000 â€“ â‚¹3,000",Kedarnath ,Friends trip,3,September,Spring,5000,Train,Average,3,3,3,Yes,Cultural exploration
20,Male,Andhra Pradesh ,Student,"Above â‚¹15,000",Amritsar ,Friends trip,5,August,Winter,3500,Train,Average,3,3,4,Maybe,Relaxing holiday
19,Male,arunachal pradesh,Student,"Less than â‚¹1,000",bangladesh,Solo,3,March,Rainy,26798,Bike,Average,2,2,3,Yes,Luxury travel
20,Male,Andhra Pradesh ,Student,"Above â‚¹15,000",Tirupati ,Family trip,4,March,Spring,3299,Train,Very poor,4,4,5,Yes,Nature & sightseeing
18,Female,Rajasthan,Student,"â‚¹3,000 â€“ â‚¹7,000",Shirdi,Family trip,3,March,Spring,5343,Train,Good,3,3,5,Yes,Cultural exploration
19,Female,Haryana ,Student,"â‚¹1,000 â€“ â‚¹3,000",Vrindavan,Family trip,1,January,Winter,5000,Car,Excellent,5,5,5,Yes,Cultural exploration
21,Male,Haryana,Student,"Above â‚¹15,000",Himachal,Friends trip,4,November,Winter,10000,Car,Good,3,3,5,Yes,Nature & sightseeing
19,Male,Nepal,Student,"â‚¹7,000 â€“ â‚¹15,000",Amritsar ,Solo,4,August,Summer,2900,Bus,Good,2,2,4,Maybe,Relaxing holiday
21,Male,Punjab,Student,"â‚¹7,000 â€“ â‚¹15,000",Amritsar,Friends trip,3,November,Winter,2000,Train,Good,5,5,5,Yes,Adventure trip
